0,1,2,3
7583.0,7583.5,7586.0,7582.0
7583.5,7586.0,7582.0,7585.5
7586.0,7582.0,7585.5,7584.5
7582.0,7585.5,7584.5,7587.0
7585.5,7584.5,7587.0,7585.5
7584.5,7587.0,7585.5,7586.0
7587.0,7585.5,7586.0,7585.0
7585.5,7586.0,7585.0,7584.5
7586.0,7585.0,7584.5,7584.5
7585.0,7584.5,7584.5,7585.5
7584.5,7584.5,7585.5,7585.5
7584.5,7585.5,7585.5,7589.5
7585.5,7585.5,7589.5,7584.5
7585.5,7589.5,7584.5,7584.5
7589.5,7584.5,7584.5,7584.5
7584.5,7584.5,7584.5,7586.0
7584.5,7584.5,7586.0,7585.5
7584.5,7586.0,7585.5,7585.5
7586.0,7585.5,7585.5,7589.5
7585.5,7585.5,7589.5,7584.0
7585.5,7589.5,7584.0,7585.5
7589.5,7584.0,7585.5,7584.5
7584.0,7585.5,7584.5,7587.0
7585.5,7584.5,7587.0,7586.5
7584.5,7587.0,7586.5,7586.0
7587.0,7586.5,7586.0,7587.0
7586.5,7586.0,7587.0,7586.0
7586.0,7587.0,7586.0,7587.0
7587.0,7586.0,7587.0,7585.5
7586.0,7587.0,7585.5,7587.0
7587.0,7585.5,7587.0,7586.0
7585.5,7587.0,7586.0,7586.0
7587.0,7586.0,7586.0,7585.0
7586.0,7586.0,7585.0,7586.0
7586.0,7585.0,7586.0,7587.0
7585.0,7586.0,7587.0,7586.0
7586.0,7587.0,7586.0,7587.0
7587.0,7586.0,7587.0,7591.0
7586.0,7587.0,7591.0,7587.0
7587.0,7591.0,7587.0,7588.5
7591.0,7587.0,7588.5,7584.0
7587.0,7588.5,7584.0,7585.0
7588.5,7584.0,7585.0,7586.5
7584.0,7585.0,7586.5,7585.0
7585.0,7586.5,7585.0,7585.5
7586.5,7585.0,7585.5,7584.5
7585.0,7585.5,7584.5,7584.5
7585.5,7584.5,7584.5,7585.0
7584.5,7584.5,7585.0,7587.5
7584.5,7585.0,7587.5,7583.0
7585.0,7587.5,7583.0,7587.5
7587.5,7583.0,7587.5,7584.0
7583.0,7587.5,7584.0,7584.0
7587.5,7584.0,7584.0,7584.5
7584.0,7584.0,7584.5,7585.5
7584.0,7584.5,7585.5,7584.5
7584.5,7585.5,7584.5,7586.0
7585.5,7584.5,7586.0,7586.0
7584.5,7586.0,7586.0,7584.0
7586.0,7586.0,7584.0,7587.0
7586.0,7584.0,7587.0,7583.5
7584.0,7587.0,7583.5,7584.5
7587.0,7583.5,7584.5,7582.5
7583.5,7584.5,7582.5,7589.0
7584.5,7582.5,7589.0,7584.0
7582.5,7589.0,7584.0,7583.0
7589.0,7584.0,7583.0,7583.0
7584.0,7583.0,7583.0,7580.5
7583.0,7583.0,7580.5,7581.5
7583.0,7580.5,7581.5,7581.5
7580.5,7581.5,7581.5,7580.0
7581.5,7581.5,7580.0,7583.5
7581.5,7580.0,7583.5,7583.0
7580.0,7583.5,7583.0,7583.0
7583.5,7583.0,7583.0,7584.5
7583.0,7583.0,7584.5,7585.5
7583.0,7584.5,7585.5,7584.5
7584.5,7585.5,7584.5,7583.5
7585.5,7584.5,7583.5,7584.5
7584.5,7583.5,7584.5,7583.5
7583.5,7584.5,7583.5,7589.5
7584.5,7583.5,7589.5,7586.5
7583.5,7589.5,7586.5,7584.5
7589.5,7586.5,7584.5,7587.5
7586.5,7584.5,7587.5,7584.5
7584.5,7587.5,7584.5,7584.5
7587.5,7584.5,7584.5,7586.0
7584.5,7584.5,7586.0,7586.0
7584.5,7586.0,7586.0,7586.5
7586.0,7586.0,7586.5,7588.0
7586.0,7586.5,7588.0,7583.5
7586.5,7588.0,7583.5,7586.5
7588.0,7583.5,7586.5,7584.5
7583.5,7586.5,7584.5,7587.5
7586.5,7584.5,7587.5,7587.0
7584.5,7587.5,7587.0,7586.5
7587.5,7587.0,7586.5,7585.0
7587.0,7586.5,7585.0,7587.0
7586.5,7585.0,7587.0,7586.0
7585.0,7587.0,7586.0,7589.0
7587.0,7586.0,7589.0,7585.5
7586.0,7589.0,7585.5,7585.5
7589.0,7585.5,7585.5,7585.5
7585.5,7585.5,7585.5,7585.5
7585.5,7585.5,7585.5,7583.5
7585.5,7585.5,7583.5,7588.5
7585.5,7583.5,7588.5,7584.5
7583.5,7588.5,7584.5,7584.0
7588.5,7584.5,7584.0,7583.0
7584.5,7584.0,7583.0,7581.5
7584.0,7583.0,7581.5,7587.5
7583.0,7581.5,7587.5,7581.5
7581.5,7587.5,7581.5,7581.5
7587.5,7581.5,7581.5,7581.0
7581.5,7581.5,7581.0,7580.0
7581.5,7581.0,7580.0,7587.5
7581.0,7580.0,7587.5,7580.0
7580.0,7587.5,7580.0,7578.5
7587.5,7580.0,7578.5,7581.5
7580.0,7578.5,7581.5,7581.5
7578.5,7581.5,7581.5,7582.5
7581.5,7581.5,7582.5,7581.0
7581.5,7582.5,7581.0,7581.5
7582.5,7581.0,7581.5,7581.5
7581.0,7581.5,7581.5,7581.5
7581.5,7581.5,7581.5,7582.5
7581.5,7581.5,7582.5,7583.0
7581.5,7582.5,7583.0,7583.0
7582.5,7583.0,7583.0,7584.5
7583.0,7583.0,7584.5,7584.5
7583.0,7584.5,7584.5,7584.0
7584.5,7584.5,7584.0,7582.5
7584.5,7584.0,7582.5,7583.5
7584.0,7582.5,7583.5,7584.5
7582.5,7583.5,7584.5,7586.0
7583.5,7584.5,7586.0,7583.5
7584.5,7586.0,7583.5,7583.0
7586.0,7583.5,7583.0,7587.0
7583.5,7583.0,7587.0,7591.0
7583.0,7587.0,7591.0,7586.0
7587.0,7591.0,7586.0,7586.0
7591.0,7586.0,7586.0,7585.5
7586.0,7586.0,7585.5,7582.5
7586.0,7585.5,7582.5,7591.0
7585.5,7582.5,7591.0,7584.0
7582.5,7591.0,7584.0,7585.5
7591.0,7584.0,7585.5,7583.0
7584.0,7585.5,7583.0,7587.0
7585.5,7583.0,7587.0,7588.0
7583.0,7587.0,7588.0,7587.0
7587.0,7588.0,7587.0,7587.5
7588.0,7587.0,7587.5,7588.5
7587.0,7587.5,7588.5,7586.5
7587.5,7588.5,7586.5,7588.5
7588.5,7586.5,7588.5,7589.0
7586.5,7588.5,7589.0,7589.0
7588.5,7589.0,7589.0,7594.0
7589.0,7589.0,7594.0,7595.0
7589.0,7594.0,7595.0,7590.0
7594.0,7595.0,7590.0,7590.5
7595.0,7590.0,7590.5,7588.0
7590.0,7590.5,7588.0,7596.5
7590.5,7588.0,7596.5,7591.0
7588.0,7596.5,7591.0,7591.5
7596.5,7591.0,7591.5,7591.5
7591.0,7591.5,7591.5,7591.5
7591.5,7591.5,7591.5,7593.0
7591.5,7591.5,7593.0,7592.0
7591.5,7593.0,7592.0,7596.5
7593.0,7592.0,7596.5,7592.0
7592.0,7596.5,7592.0,7592.0
7596.5,7592.0,7592.0,7593.0
7592.0,7592.0,7593.0,7591.5
7592.0,7593.0,7591.5,7591.0
7593.0,7591.5,7591.0,7589.0
7591.5,7591.0,7589.0,7593.0
7591.0,7589.0,7593.0,7591.5
7589.0,7593.0,7591.5,7590.5
7593.0,7591.5,7590.5,7590.5
7591.5,7590.5,7590.5,7590.5
7590.5,7590.5,7590.5,7592.0
7590.5,7590.5,7592.0,7591.5
7590.5,7592.0,7591.5,7590.5
7592.0,7591.5,7590.5,7591.0
7591.5,7590.5,7591.0,7591.5
7590.5,7591.0,7591.5,7592.0
7591.0,7591.5,7592.0,7591.0
7591.5,7592.0,7591.0,7591.0
7592.0,7591.0,7591.0,7591.5
7591.0,7591.0,7591.5,7592.0
7591.0,7591.5,7592.0,7591.5
7591.5,7592.0,7591.5,7598.0
7592.0,7591.5,7598.0,7598.0
7591.5,7598.0,7598.0,7592.0
7598.0,7598.0,7592.0,7592.0
7598.0,7592.0,7592.0,7592.0
7592.0,7592.0,7592.0,7591.5
7592.0,7592.0,7591.5,7590.5
7592.0,7591.5,7590.5,7597.0
7591.5,7590.5,7597.0,7592.0
7590.5,7597.0,7592.0,7590.5
7597.0,7592.0,7590.5,7591.0
7592.0,7590.5,7591.0,7598.0
7590.5,7591.0,7598.0,7595.5
7591.0,7598.0,7595.5,7586.0
7598.0,7595.5,7586.0,7593.0
7595.5,7586.0,7593.0,7590.5
7586.0,7593.0,7590.5,7595.0
7593.0,7590.5,7595.0,7589.0
7590.5,7595.0,7589.0,7588.5
7595.0,7589.0,7588.5,7586.5
7589.0,7588.5,7586.5,7587.5
7588.5,7586.5,7587.5,7587.0
7586.5,7587.5,7587.0,7587.5
7587.5,7587.0,7587.5,7587.5
7587.0,7587.5,7587.5,7587.5
7587.5,7587.5,7587.5,7587.0
7587.5,7587.5,7587.0,7584.0
7587.5,7587.0,7584.0,7583.0
7587.0,7584.0,7583.0,7586.0
7584.0,7583.0,7586.0,7587.0
7583.0,7586.0,7587.0,7587.0
7586.0,7587.0,7587.0,7586.0
7587.0,7587.0,7586.0,7587.0
7587.0,7586.0,7587.0,7588.5
7586.0,7587.0,7588.5,7588.5
7587.0,7588.5,7588.5,7587.5
7588.5,7588.5,7587.5,7584.0
7588.5,7587.5,7584.0,7585.0
7587.5,7584.0,7585.0,7592.0
7584.0,7585.0,7592.0,7587.0
7585.0,7592.0,7587.0,7588.5
7592.0,7587.0,7588.5,7587.5
7587.0,7588.5,7587.5,7588.5
7588.5,7587.5,7588.5,7588.0
7587.5,7588.5,7588.0,7592.0
7588.5,7588.0,7592.0,7590.0
7588.0,7592.0,7590.0,7588.0
7592.0,7590.0,7588.0,7589.0
7590.0,7588.0,7589.0,7589.0
7588.0,7589.0,7589.0,7588.0
7589.0,7589.0,7588.0,7596.5
7589.0,7588.0,7596.5,7587.5
7588.0,7596.5,7587.5,7587.5
7596.5,7587.5,7587.5,7591.5
7587.5,7587.5,7591.5,7590.5
7587.5,7591.5,7590.5,7591.5
7591.5,7590.5,7591.5,7592.0
7590.5,7591.5,7592.0,7592.0
7591.5,7592.0,7592.0,7597.0
7592.0,7592.0,7597.0,7593.0
7592.0,7597.0,7593.0,7592.0
7597.0,7593.0,7592.0,7592.0
7593.0,7592.0,7592.0,7592.0
7592.0,7592.0,7592.0,7595.0
7592.0,7592.0,7595.0,7592.0
7592.0,7595.0,7592.0,7593.0
7595.0,7592.0,7593.0,7592.0
7592.0,7593.0,7592.0,7591.5
7593.0,7592.0,7591.5,7590.5
7592.0,7591.5,7590.5,7592.0
7591.5,7590.5,7592.0,7589.5
7590.5,7592.0,7589.5,7591.5
7592.0,7589.5,7591.5,7589.5
7589.5,7591.5,7589.5,7590.5
7591.5,7589.5,7590.5,7591.0
7589.5,7590.5,7591.0,7591.5
7590.5,7591.0,7591.5,7590.5
7591.0,7591.5,7590.5,7589.0
7591.5,7590.5,7589.0,7590.5
7590.5,7589.0,7590.5,7590.0
7589.0,7590.5,7590.0,7595.0
7590.5,7590.0,7595.0,7589.0
7590.0,7595.0,7589.0,7588.5
7595.0,7589.0,7588.5,7586.0
7589.0,7588.5,7586.0,7590.5
7588.5,7586.0,7590.5,7590.0
7586.0,7590.5,7590.0,7590.5
7590.5,7590.0,7590.5,7590.0
7590.0,7590.5,7590.0,7586.0
7590.5,7590.0,7586.0,7587.5
7590.0,7586.0,7587.5,7587.5
7586.0,7587.5,7587.5,7587.5
7587.5,7587.5,7587.5,7586.5
7587.5,7587.5,7586.5,7588.0
7587.5,7586.5,7588.0,7587.0
7586.5,7588.0,7587.0,7586.0
7588.0,7587.0,7586.0,7585.5
7587.0,7586.0,7585.5,7585.5
7586.0,7585.5,7585.5,7586.5
7585.5,7585.5,7586.5,7585.5
7585.5,7586.5,7585.5,7582.5
7586.5,7585.5,7582.5,7584.5
7585.5,7582.5,7584.5,7585.5
7582.5,7584.5,7585.5,7584.0
7584.5,7585.5,7584.0,7585.5
7585.5,7584.0,7585.5,7586.0
7584.0,7585.5,7586.0,7584.0
7585.5,7586.0,7584.0,7585.5
7586.0,7584.0,7585.5,7585.5
7584.0,7585.5,7585.5,7584.5
7585.5,7585.5,7584.5,7585.5
7585.5,7584.5,7585.5,7587.5
7584.5,7585.5,7587.5,7585.5
7585.5,7587.5,7585.5,7584.5
7587.5,7585.5,7584.5,7586.0
7585.5,7584.5,7586.0,7589.0
7584.5,7586.0,7589.0,7585.0
7586.0,7589.0,7585.0,7584.5
7589.0,7585.0,7584.5,7586.0
7585.0,7584.5,7586.0,7586.0
7584.5,7586.0,7586.0,7586.0
7586.0,7586.0,7586.0,7585.0
7586.0,7586.0,7585.0,7586.0
7586.0,7585.0,7586.0,7587.0
7585.0,7586.0,7587.0,7583.0
7586.0,7587.0,7583.0,7585.5
7587.0,7583.0,7585.5,7586.0
7583.0,7585.5,7586.0,7587.5
7585.5,7586.0,7587.5,7586.0
7586.0,7587.5,7586.0,7587.0
7587.5,7586.0,7587.0,7585.5
7586.0,7587.0,7585.5,7588.0
7587.0,7585.5,7588.0,7585.0
7585.5,7588.0,7585.0,7587.5
7588.0,7585.0,7587.5,7587.5
7585.0,7587.5,7587.5,7586.5
7587.5,7587.5,7586.5,7587.5
7587.5,7586.5,7587.5,7584.0
7586.5,7587.5,7584.0,7586.0
7587.5,7584.0,7586.0,7585.0
7584.0,7586.0,7585.0,7585.5
7586.0,7585.0,7585.5,7585.0
7585.0,7585.5,7585.0,7586.0
7585.5,7585.0,7586.0,7586.0
7585.0,7586.0,7586.0,7586.0
7586.0,7586.0,7586.0,7584.5
7586.0,7586.0,7584.5,7584.5
7586.0,7584.5,7584.5,7592.0
7584.5,7584.5,7592.0,7586.0
7584.5,7592.0,7586.0,7587.0
7592.0,7586.0,7587.0,7584.0
7586.0,7587.0,7584.0,7585.5
7587.0,7584.0,7585.5,7586.0
7584.0,7585.5,7586.0,7586.0
7585.5,7586.0,7586.0,7583.0
7586.0,7586.0,7583.0,7585.0
7586.0,7583.0,7585.0,7583.0
7583.0,7585.0,7583.0,7588.0
7585.0,7583.0,7588.0,7583.0
7583.0,7588.0,7583.0,7584.5
7588.0,7583.0,7584.5,7586.0
7583.0,7584.5,7586.0,7588.5
7584.5,7586.0,7588.5,7587.5
7586.0,7588.5,7587.5,7587.0
7588.5,7587.5,7587.0,7586.0
7587.5,7587.0,7586.0,7585.0
7587.0,7586.0,7585.0,7591.0
7586.0,7585.0,7591.0,7585.5
7585.0,7591.0,7585.5,7583.0
7591.0,7585.5,7583.0,7584.5
7585.5,7583.0,7584.5,7584.5
7583.0,7584.5,7584.5,7584.5
7584.5,7584.5,7584.5,7584.0
7584.5,7584.5,7584.0,7589.5
7584.5,7584.0,7589.5,7584.0
7584.0,7589.5,7584.0,7585.5
7589.5,7584.0,7585.5,7583.5
7584.0,7585.5,7583.5,7584.0
7585.5,7583.5,7584.0,7583.0
7583.5,7584.0,7583.0,7582.5
7584.0,7583.0,7582.5,7582.5
7583.0,7582.5,7582.5,7582.0
7582.5,7582.5,7582.0,7583.0
7582.5,7582.0,7583.0,7583.0
7582.0,7583.0,7583.0,7584.0
7583.0,7583.0,7584.0,7583.0
7583.0,7584.0,7583.0,7584.0
7584.0,7583.0,7584.0,7583.5
7583.0,7584.0,7583.5,7583.5
7584.0,7583.5,7583.5,7584.0
7583.5,7583.5,7584.0,7581.5
7583.5,7584.0,7581.5,7583.0
7584.0,7581.5,7583.0,7583.0
7581.5,7583.0,7583.0,7580.0
7583.0,7583.0,7580.0,7584.5
7583.0,7580.0,7584.5,7581.5
7580.0,7584.5,7581.5,7583.5
7584.5,7581.5,7583.5,7584.5
7581.5,7583.5,7584.5,7587.5
7583.5,7584.5,7587.5,7581.5
7584.5,7587.5,7581.5,7584.5
7587.5,7581.5,7584.5,7585.5
7581.5,7584.5,7585.5,7584.0
7584.5,7585.5,7584.0,7584.0
7585.5,7584.0,7584.0,7589.5
7584.0,7584.0,7589.5,7588.5
7584.0,7589.5,7588.5,7590.5
7589.5,7588.5,7590.5,7585.5
7588.5,7590.5,7585.5,7586.0
7590.5,7585.5,7586.0,7581.5
7585.5,7586.0,7581.5,7584.5
7586.0,7581.5,7584.5,7583.0
7581.5,7584.5,7583.0,7589.0
7584.5,7583.0,7589.0,7585.5
7583.0,7589.0,7585.5,7589.5
7589.0,7585.5,7589.5,7583.5
7585.5,7589.5,7583.5,7585.0
7589.5,7583.5,7585.0,7585.0
7583.5,7585.0,7585.0,7586.5
7585.0,7585.0,7586.5,7587.5
7585.0,7586.5,7587.5,7587.0
7586.5,7587.5,7587.0,7586.5
7587.5,7587.0,7586.5,7588.5
7587.0,7586.5,7588.5,7583.0
7586.5,7588.5,7583.0,7583.5
7588.5,7583.0,7583.5,7584.5
7583.0,7583.5,7584.5,7583.0
7583.5,7584.5,7583.0,7582.5
7584.5,7583.0,7582.5,7584.5
7583.0,7582.5,7584.5,7580.0
7582.5,7584.5,7580.0,7582.5
7584.5,7580.0,7582.5,7583.0
7580.0,7582.5,7583.0,7583.0
7582.5,7583.0,7583.0,7585.5
7583.0,7583.0,7585.5,7584.0
7583.0,7585.5,7584.0,7584.0
7585.5,7584.0,7584.0,7582.5
7584.0,7584.0,7582.5,7588.0
7584.0,7582.5,7588.0,7580.0
7582.5,7588.0,7580.0,7584.0
7588.0,7580.0,7584.0,7584.0
7580.0,7584.0,7584.0,7584.0
7584.0,7584.0,7584.0,7583.0
7584.0,7584.0,7583.0,7582.0
7584.0,7583.0,7582.0,7581.5
7583.0,7582.0,7581.5,7584.5
7582.0,7581.5,7584.5,7580.5
7581.5,7584.5,7580.5,7581.5
7584.5,7580.5,7581.5,7582.5
7580.5,7581.5,7582.5,7581.0
7581.5,7582.5,7581.0,7583.0
7582.5,7581.0,7583.0,7584.0
7581.0,7583.0,7584.0,7583.0
7583.0,7584.0,7583.0,7584.0
7584.0,7583.0,7584.0,7583.5
7583.0,7584.0,7583.5,7584.5
7584.0,7583.5,7584.5,7587.5
7583.5,7584.5,7587.5,7584.5
7584.5,7587.5,7584.5,7583.0
7587.5,7584.5,7583.0,7584.0
7584.5,7583.0,7584.0,7583.5
7583.0,7584.0,7583.5,7583.0
7584.0,7583.5,7583.0,7580.0
7583.5,7583.0,7580.0,7581.5
7583.0,7580.0,7581.5,7581.0
7580.0,7581.5,7581.0,7581.5
7581.5,7581.0,7581.5,7578.5
7581.0,7581.5,7578.5,7586.0
7581.5,7578.5,7586.0,7586.0
7578.5,7586.0,7586.0,7579.5
7586.0,7586.0,7579.5,7580.0
7586.0,7579.5,7580.0,7580.0
7579.5,7580.0,7580.0,7585.0
7580.0,7580.0,7585.0,7580.0
7580.0,7585.0,7580.0,7579.5
7585.0,7580.0,7579.5,7579.0
7580.0,7579.5,7579.0,7579.5
7579.5,7579.0,7579.5,7579.5
7579.0,7579.5,7579.5,7577.0
7579.5,7579.5,7577.0,7575.0
7579.5,7577.0,7575.0,7578.0
7577.0,7575.0,7578.0,7578.0
7575.0,7578.0,7578.0,7574.0
7578.0,7578.0,7574.0,7578.0
7578.0,7574.0,7578.0,7578.5
7574.0,7578.0,7578.5,7577.0
7578.0,7578.5,7577.0,7576.5
7578.5,7577.0,7576.5,7577.0
7577.0,7576.5,7577.0,7576.5
7576.5,7577.0,7576.5,7575.5
7577.0,7576.5,7575.5,7574.5
7576.5,7575.5,7574.5,7575.0
7575.5,7574.5,7575.0,7572.5
7574.5,7575.0,7572.5,7571.5
7575.0,7572.5,7571.5,7573.5
7572.5,7571.5,7573.5,7571.5
7571.5,7573.5,7571.5,7572.5
7573.5,7571.5,7572.5,7572.5
7571.5,7572.5,7572.5,7573.5
7572.5,7572.5,7573.5,7575.5
7572.5,7573.5,7575.5,7573.0
7573.5,7575.5,7573.0,7572.0
7575.5,7573.0,7572.0,7568.5
7573.0,7572.0,7568.5,7569.5
7572.0,7568.5,7569.5,7569.5
7568.5,7569.5,7569.5,7570.0
7569.5,7569.5,7570.0,7569.5
7569.5,7570.0,7569.5,7568.0
7570.0,7569.5,7568.0,7570.5
7569.5,7568.0,7570.5,7571.0
7568.0,7570.5,7571.0,7572.5
7570.5,7571.0,7572.5,7577.0
7571.0,7572.5,7577.0,7572.5
7572.5,7577.0,7572.5,7571.5
7577.0,7572.5,7571.5,7572.0
7572.5,7571.5,7572.0,7572.0
7571.5,7572.0,7572.0,7575.0
7572.0,7572.0,7575.0,7571.0
7572.0,7575.0,7571.0,7570.5
7575.0,7571.0,7570.5,7568.0
7571.0,7570.5,7568.0,7571.0
7570.5,7568.0,7571.0,7571.0
7568.0,7571.0,7571.0,7571.0
7571.0,7571.0,7571.0,7571.0
7571.0,7571.0,7571.0,7571.0
7571.0,7571.0,7571.0,7570.0
7571.0,7571.0,7570.0,7571.0
7571.0,7570.0,7571.0,7569.0
7570.0,7571.0,7569.0,7571.5
7571.0,7569.0,7571.5,7577.0
7569.0,7571.5,7577.0,7571.0
7571.5,7577.0,7571.0,7570.5
7577.0,7571.0,7570.5,7574.5
7571.0,7570.5,7574.5,7569.5
7570.5,7574.5,7569.5,7571.0
7574.5,7569.5,7571.0,7569.5
7569.5,7571.0,7569.5,7570.5
7571.0,7569.5,7570.5,7576.0
7569.5,7570.5,7576.0,7569.5
7570.5,7576.0,7569.5,7567.0
7576.0,7569.5,7567.0,7569.0
7569.5,7567.0,7569.0,7569.0
7567.0,7569.0,7569.0,7569.0
7569.0,7569.0,7569.0,7569.0
7569.0,7569.0,7569.0,7568.0
7569.0,7569.0,7568.0,7566.0
7569.0,7568.0,7566.0,7567.5
7568.0,7566.0,7567.5,7571.5
7566.0,7567.5,7571.5,7572.5
7567.5,7571.5,7572.5,7572.5
7571.5,7572.5,7572.5,7566.5
7572.5,7572.5,7566.5,7566.5
7572.5,7566.5,7566.5,7567.5
7566.5,7566.5,7567.5,7566.5
7566.5,7567.5,7566.5,7566.5
7567.5,7566.5,7566.5,7573.0
7566.5,7566.5,7573.0,7569.0
7566.5,7573.0,7569.0,7569.5
7573.0,7569.0,7569.5,7569.0
7569.0,7569.5,7569.0,7568.0
7569.5,7569.0,7568.0,7568.0
7569.0,7568.0,7568.0,7568.0
7568.0,7568.0,7568.0,7568.0
7568.0,7568.0,7568.0,7568.0
7568.0,7568.0,7568.0,7568.0
7568.0,7568.0,7568.0,7567.5
7568.0,7568.0,7567.5,7568.0
7568.0,7567.5,7568.0,7568.0
7567.5,7568.0,7568.0,7568.0
7568.0,7568.0,7568.0,7569.0
7568.0,7568.0,7569.0,7568.0
7568.0,7569.0,7568.0,7566.5
7569.0,7568.0,7566.5,7566.5
7568.0,7566.5,7566.5,7571.5
7566.5,7566.5,7571.5,7567.5
7566.5,7571.5,7567.5,7567.5
7571.5,7567.5,7567.5,7572.5
7567.5,7567.5,7572.5,7564.5
7567.5,7572.5,7564.5,7567.5
7572.5,7564.5,7567.5,7564.5
7564.5,7567.5,7564.5,7567.5
7567.5,7564.5,7567.5,7565.5
7564.5,7567.5,7565.5,7566.5
7567.5,7565.5,7566.5,7567.5
7565.5,7566.5,7567.5,7567.5
7566.5,7567.5,7567.5,7567.5
7567.5,7567.5,7567.5,7566.5
7567.5,7567.5,7566.5,7566.5
7567.5,7566.5,7566.5,7566.5
7566.5,7566.5,7566.5,7566.5
7566.5,7566.5,7566.5,7571.5
7566.5,7566.5,7571.5,7566.5
7566.5,7571.5,7566.5,7567.0
7571.5,7566.5,7567.0,7565.5
7566.5,7567.0,7565.5,7564.0
7567.0,7565.5,7564.0,7566.5
7565.5,7564.0,7566.5,7567.5
7564.0,7566.5,7567.5,7563.5
7566.5,7567.5,7563.5,7567.5
7567.5,7563.5,7567.5,7566.5
7563.5,7567.5,7566.5,7569.0
7567.5,7566.5,7569.0,7572.5
7566.5,7569.0,7572.5,7571.5
7569.0,7572.5,7571.5,7571.0
7572.5,7571.5,7571.0,7569.0
7571.5,7571.0,7569.0,7573.0
7571.0,7569.0,7573.0,7568.0
7569.0,7573.0,7568.0,7570.0
7573.0,7568.0,7570.0,7569.5
7568.0,7570.0,7569.5,7570.5
7570.0,7569.5,7570.5,7569.5
7569.5,7570.5,7569.5,7569.5
7570.5,7569.5,7569.5,7568.5
7569.5,7569.5,7568.5,7570.0
7569.5,7568.5,7570.0,7569.0
7568.5,7570.0,7569.0,7568.0
7570.0,7569.0,7568.0,7569.5
7569.0,7568.0,7569.5,7569.0
7568.0,7569.5,7569.0,7571.5
7569.5,7569.0,7571.5,7569.5
7569.0,7571.5,7569.5,7574.5
7571.5,7569.5,7574.5,7569.0
7569.5,7574.5,7569.0,7568.0
7574.5,7569.0,7568.0,7568.0
7569.0,7568.0,7568.0,7569.0
7568.0,7568.0,7569.0,7567.0
7568.0,7569.0,7567.0,7568.0
7569.0,7567.0,7568.0,7569.0
7567.0,7568.0,7569.0,7567.0
7568.0,7569.0,7567.0,7569.5
7569.0,7567.0,7569.5,7570.5
7567.0,7569.5,7570.5,7570.5
7569.5,7570.5,7570.5,7570.5
7570.5,7570.5,7570.5,7571.0
7570.5,7570.5,7571.0,7572.0
7570.5,7571.0,7572.0,7572.0
7571.0,7572.0,7572.0,7570.5
7572.0,7572.0,7570.5,7570.5
7572.0,7570.5,7570.5,7569.5
7570.5,7570.5,7569.5,7569.5
7570.5,7569.5,7569.5,7569.0
7569.5,7569.5,7569.0,7568.0
